imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass205.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass206.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass207.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass208.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass209.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass21.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass210.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass211.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass212.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass213.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass214.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass215.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass216.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass217.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass218.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass219.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass22.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass220.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass221.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass222.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass223.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass224.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass225.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass226.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass227.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass228.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass229.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass23.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass230.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass231.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass232.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass233.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass234.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass235.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass236.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass237.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass238.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass239.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass24.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass240.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass241.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass242.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass243.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass244.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass245.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass246.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass247.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass248.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass249.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass25.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass250.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass251.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass252.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass253.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass254.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass255.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass256.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass257.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass258.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass259.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass26.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass260.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass261.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass262.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass263.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass264.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass265.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass266.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass267.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass268.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass269.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass27.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass270.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass271.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass272.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass274.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass273.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass275.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass276.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass277.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass278.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass279.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass28.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass280.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass281.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass282.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass283.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass284.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass285.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass286.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass287.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass288.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass289.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass29.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass290.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass291.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass292.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass293.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass294.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass295.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass296.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass297.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass298.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass299.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass3.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass30.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass300.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass301.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass302.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass303.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass304.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass305.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass306.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass307.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass309.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass308.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass31.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass310.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass311.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass312.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass313.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass314.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass315.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass316.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass317.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass318.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass319.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass320.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass32.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass321.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass322.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/glass/glass323.jpg,glass,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal1.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal10.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal100.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal101.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal102.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal103.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal104.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal105.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal106.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal107.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal109.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal108.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal11.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal111.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal110.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal112.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal113.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal114.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal115.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal116.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal117.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal118.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal119.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal12.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal120.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal121.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal122.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal123.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal124.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal125.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal126.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal127.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal128.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal129.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal13.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal130.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal131.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal132.jpg,metal,test
/content/drive/Shareddrives/yeja/Garbage classification/metal/metal133.jpg,metal,test
